1 5
5 2
5 3
5 4
5 6
5 7
5 8
8 0
8 9
0 17
0 42
0 43
0 44
0 45
0 41
0 31
0 27
0 9
0 40
0 39
0 74
0 66
0 30
0 46
0 64
17 9
17 74
42 43
31 27
31 30
31 34
31 74
31 66
31 32
31 67
27 21
27 22
27 23
27 24
27 25
27 26
27 28
27 29
27 30
27 74
21 22
21 30
28 30
29 30
30 20
30 16
30 19
30 18
30 38
30 58
16 9
16 10
16 11
16 12
16 13
16 14
16 15
38 58
9 10
34 35
34 33
34 32
34 74
35 74
32 74
74 36
74 37
74 47
74 48
74 49
74 50
74 51
74 53
74 55
74 56
74 57
74 69
74 72
74 70
74 58
74 73
74 68
53 52
53 54
69 58
69 73
72 70
72 71
72 73
72 58
70 68
70 58
68 58
58 66
58 67
58 73
58 60
58 65
66 65
66 59
66 46
66 60
66 61
66 62
66 63
66 64
66 67
59 60
60 64
