63 89
51 54
34 86
11 34
28 38
2 28
2 39
61 86
77 86
5 48
12 48
24 87
20 58
14 20
12 14
14 58
12 20
20 78
14 78
58 78
29 39
31 58
2 33
58 62
11 23
5 22
23 61
22 85
60 79
53 70
0 14
8 37
37 82
37 58
58 82
14 39
2 71
39 58
14 24
28 53
58 65
2 60
11 56
44 51
7 33
28 70
22 32
53 61
3 53
22 45
19 24
3 14
24 48
11 48
57 76
28 76
3 11
19 86
9 62
76 78
8 90
7 59
79 86
45 65
3 8
14 85
19 79
17 18
32 58
22 58
18 68
21 56
21 59
17 68
7 78
0 3
14 37
28 30
64 77
6 40
12 44
1 6
33 40
1 33
1 40
10 40
1 10
38 45
10 38
45 85
1 16
5 39
38 85
6 10
12 77
10 16
2 10
16 33
2 6
39 65
6 27
27 40
46 56
27 46
46 57
27 65
27 57
12 58
9 53
44 65
5 18
12 64
17 56
18 47
18 37
11 84
51 58
39 51
24 31
10 33
51 65
6 84
67 84
33 44
6 33
10 84
1 2
56 84
16 53
16 70
11 58
6 12
84 86
79 84
40 57
11 16
45 51
57 88
44 45
35 51
56 88
35 84
16 46
2 40
21 88
11 14
14 34
5 51
14 82
7 16
45 58
77 82
21 76
1 78
61 66
7 88
59 67
22 64
3 44
52 87
1 76
27 76
35 79
19 76
12 76
56 76
9 30
19 62
76 88
9 17
36 79
35 52
35 36
18 45
39 45
0 65
14 65
57 62
46 89
28 57
35 87
35 86
45 48
22 77
0 24
14 48
5 84
32 38
12 78
5 85
61 69
63 70
11 44
86 91
24 63
6 88
5 14
14 47
51 71
31 51
12 88
16 59
53 69
41 79
4 41
28 69
7 25
21 79
24 45
79 87
21 61
53 66
19 59
25 47
21 42
22 38
25 28
67 76
25 53
25 36
53 63
42 52
67 78
40 88
30 90
59 78
14 22
21 84
25 79
59 76
25 75
12 86
11 86
53 62
38 58
50 75
8 50
75 79
8 39
14 45
29 63
8 85
41 86
1 65
22 51
61 90
12 29
40 41
5 11
29 53
9 19
22 39
8 82
38 44
44 58
19 44
44 60
24 32
9 66
50 59
20 84
12 59
50 86
75 84
52 84
52 75
30 57
51 90
56 59
78 81
76 81
50 84
84 89
44 86
30 66
14 50
36 50
4 87
29 30
16 76
1 88
1 59
58 85
39 85
28 62
65 85
20 40
25 86
4 86
29 91
0 45
37 47
30 53
29 66
30 63
47 58
56 57
11 57
21 69
3 22
11 24
42 79
55 79
52 79
18 22
3 5
42 50
35 50
3 72
62 73
7 86
25 35
28 40
28 73
20 52
40 84
20 35
56 87
29 73
84 87
29 61
42 44
1 15
19 42
19 50
4 84
1 7
14 19
2 15
35 75
9 73
39 90
28 29
29 70
33 59
7 40
2 12
58 72
12 72
65 72
7 50
72 86
58 86
72 78
72 75
58 59
15 72
75 86
40 75
44 70
19 73
33 88
62 66
61 63
63 66
29 62
9 29
9 70
9 28
50 88
3 19
9 14
52 86
56 86
19 28
24 44
32 85
3 68
14 44
16 25
4 55
28 66
80 85
85 91
29 69
7 58
6 58
6 7
8 14
7 76
12 16
27 81
4 48
8 34
8 58
70 73
37 72
61 71
16 78
24 59
45 90
21 28
42 75
24 37
27 50
19 27
27 84
27 35
27 52
27 75
35 38
35 37
27 72
45 72
35 45
5 35
17 51
51 68
50 55
69 70
66 69
5 37
14 77
12 60
19 75
50 52
27 60
60 81
7 27
19 51
8 17
8 51
14 51
14 90
26 37
22 26
26 72
22 37
22 72
5 72
18 72
26 71
16 45
60 88
81 88
40 78
34 37
22 34
37 90
8 54
8 32
22 91
8 26
25 39
56 60
12 32
25 58
14 18
5 34
69 73
21 27
34 45
54 71
21 63
19 78
8 79
4 50
4 52
19 58
66 70
51 72
38 51
25 88
27 56
4 36
26 65
0 51
9 69
14 64
7 21
21 78
36 55
62 69
5 54
5 75
25 87
55 86
32 91
34 72
49 86
49 55
46 60
42 51
3 65
30 62
9 63
61 62
37 65
12 84
55 87
7 12
0 48
32 71
37 77
5 47
9 26
6 26
12 46
7 46
17 34
17 46
34 68
36 75
18 34
12 45
34 58
42 43
55 84
9 46
21 40
28 84
76 84
24 58
71 83
55 75
28 43
9 51
9 39
32 80
42 86
14 32
23 69
72 90
39 72
3 85
9 61
23 53
46 50
46 49
23 30
30 44
3 18
15 33
12 15
52 55
49 50
46 76
25 55
9 60
44 52
3 45
34 44
9 44
28 45
12 27
22 48
11 77
27 48
48 64
27 77
27 64
85 90
56 58
44 56
43 58
56 65
12 56
44 53
11 72
26 32
38 90
58 90
22 71
15 60
21 60
49 74
27 51
27 68
11 51
9 72
49 84
45 70
16 88
49 52
55 74
74 86
21 30
35 74
11 69
9 23
16 61
22 80
3 37
25 49
23 49
80 90
3 51
3 23
27 88
64 82
65 82
15 67
9 43
53 73
8 30
9 80
2 84
8 16
16 84
9 77
8 60
4 79
40 56
49 67
12 49
60 89
25 84
7 84
38 86
37 80
50 80
37 50
6 60
33 84
24 84
27 33
1 27
3 58
53 77
3 80
44 77
42 76
23 73
23 29
29 71
15 27
15 16
14 71
12 42
84 88
24 55
15 88
1 84
