0 2
0 3
0 6
0 10
0 11
0 12
0 16
0 18
0 21
0 28
0 29
0 30
0 31
0 33
0 34
0 35
0 40
0 48
0 53
0 54
0 55
0 56
0 57
2 1
2 3
2 4
2 5
2 6
2 7
2 8
2 10
2 11
2 12
2 13
2 14
2 15
2 16
2 18
2 19
2 20
2 21
2 22
2 23
2 24
2 25
2 26
2 28
2 29
2 30
2 32
2 33
2 34
2 35
2 36
2 37
2 38
2 40
2 41
2 43
2 44
2 45
2 46
2 47
2 48
2 49
2 51
2 52
2 53
2 54
2 55
2 56
2 57
3 4
3 5
3 6
3 7
3 8
3 11
3 14
3 15
3 16
3 17
3 18
3 19
3 21
3 22
3 23
3 24
3 26
3 27
3 28
3 29
3 31
3 32
3 33
3 34
3 36
3 37
3 38
3 40
3 43
3 44
3 45
3 46
3 47
3 48
3 49
3 52
3 53
3 54
3 55
3 56
3 57
6 1
6 4
6 5
6 7
6 8
6 9
6 10
6 11
6 13
6 14
6 15
6 16
6 17
6 18
6 19
6 20
6 21
6 22
6 23
6 25
6 26
6 27
6 28
6 29
6 30
6 31
6 32
6 33
6 34
6 35
6 36
6 37
6 38
6 39
6 40
6 41
6 43
6 44
6 45
6 46
6 47
6 48
6 49
6 52
6 53
6 54
6 55
6 56
6 57
10 5
10 7
10 8
10 13
10 14
10 15
10 16
10 17
10 19
10 20
10 21
10 23
10 26
10 28
10 29
10 30
10 33
10 34
10 35
10 36
10 37
10 38
10 41
10 43
10 44
10 45
10 46
10 47
10 48
10 53
10 54
10 55
10 56
11 5
11 8
11 19
11 21
11 23
11 24
11 28
11 30
11 32
11 33
11 34
11 35
11 36
11 37
11 41
11 43
11 44
11 45
11 48
11 49
11 52
11 53
11 55
11 56
11 57
12 1
12 4
12 5
12 7
12 8
12 13
12 14
12 15
12 16
12 18
12 21
12 22
12 26
12 28
12 32
12 33
12 34
12 37
12 38
12 39
12 40
12 41
12 42
12 44
12 45
12 48
12 52
12 53
12 54
16 5
16 7
16 8
16 13
16 14
16 15
16 17
16 19
16 21
16 24
16 26
16 28
16 29
16 30
16 31
16 32
16 33
16 34
16 35
16 37
16 38
16 39
16 40
16 41
16 43
16 44
16 47
16 48
16 49
16 52
16 53
16 54
16 56
18 5
18 13
18 14
18 15
18 19
18 22
18 23
18 24
18 29
18 30
18 33
18 34
18 35
18 36
18 37
18 39
18 40
18 41
18 43
18 46
18 48
18 52
18 55
18 56
18 57
21 1
21 5
21 8
21 13
21 14
21 15
21 19
21 22
21 23
21 24
21 25
21 26
21 28
21 29
21 34
21 35
21 36
21 38
21 43
21 45
21 48
21 49
21 53
21 54
21 55
21 56
28 1
28 4
28 5
28 7
28 8
28 9
28 13
28 14
28 15
28 17
28 19
28 20
28 22
28 23
28 24
28 26
28 29
28 30
28 34
28 35
28 36
28 37
28 38
28 39
28 40
28 41
28 43
28 44
28 46
28 47
28 48
28 49
28 53
28 54
28 55
28 56
28 57
29 1
29 4
29 5
29 8
29 13
29 15
29 19
29 23
29 24
29 25
29 26
29 30
29 32
29 34
29 35
29 36
29 37
29 38
29 39
29 40
29 41
29 42
29 44
29 46
29 47
29 48
29 49
29 52
29 53
29 54
29 55
29 56
29 57
30 5
30 7
30 8
30 9
30 13
30 14
30 15
30 19
30 20
30 22
30 23
30 26
30 31
30 33
30 34
30 35
30 37
30 39
30 40
30 41
30 44
30 45
30 47
30 48
30 52
30 53
30 54
30 55
30 56
30 57
31 7
31 14
31 15
31 17
31 19
31 26
31 33
31 40
31 45
31 47
31 57
33 5
33 7
